shelter_id,shelter_name,district,state,hazard_type,latitude,longitude,capacity_people,current_occupancy,vulnerable_ratio,days_isolated,road_access,power_backup_hours,food_rations_kg,water_liters,medical_kits,blankets_count,target_shortage_score,target_urgency_class,target_action_code
SH-KAN-0691,Kangra Sector-2 Relief Center,Kangra,Himachal Pradesh,earthquake,32.11744,75.9921,300,248,0.104,0.83,0,0.0,747.7,1575.1,9.7,681.9,75.84,CRITICAL_DEFICIT,0
SH-VIS-0692,Visakhapatnam Sector-17 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.50693,83.06222,1200,1378,0.57,0.75,1,47.0,5211.7,13497.9,105.1,3817.5,62.76,DEFICIT,1
SH-WAY-0693,Wayanad Sector-13 Relief Center,Wayanad,Kerala,flood,11.37926,76.26921,300,145,0.623,0.43,1,0.0,51.1,142.7,1.7,47.9,100.0,CRITICAL_DEFICIT,0
SH-BAL-0694,Balasore Sector-5 Relief Center,Balasore,Odisha,cyclone,21.4199,86.9256,150,108,0.447,1.64,1,7.7,99.8,202.9,2.0,87.6,97.01,CRITICAL_DEFICIT,0
SH-SOU-0695,South 24 Parganas Sector-19 Relief Center,South 24 Parganas,West Bengal,cyclone,22.201,88.83128,300,20,0.07,1.79,0,17.6,15.1,33.8,0.2,6.3,100.0,CRITICAL_DEFICIT,0
SH-KAN-0696,Kangra Sector-11 Relief Center,Kangra,Himachal Pradesh,earthquake,31.5255,76.23717,800,376,0.22,2.14,1,0.0,611.7,1497.4,8.6,386.0,75.66,CRITICAL_DEFICIT,0
SH-KUT-0697,Kutch Sector-11 Relief Center,Kutch,Gujarat,earthquake,23.86122,69.71655,300,235,0.384,0.04,0,0.0,205.1,404.5,3.7,203.1,100.0,CRITICAL_DEFICIT,0
SH-SOU-0698,South 24 Parganas Sector-5 Relief Center,South 24 Parganas,West Bengal,cyclone,22.19803,88.54473,300,108,0.26,0.01,1,29.7,25.9,58.7,0.3,21.4,99.22,CRITICAL_DEFICIT,0
SH-CHA-0699,Chamoli Sector-6 Relief Center,Chamoli,Uttarakhand,earthquake,30.16268,79.02889,1200,813,0.127,4.42,1,33.3,240.6,539.9,4.9,180.5,93.67,CRITICAL_DEFICIT,0
SH-DHU-0700,Dhubri Sector-9 Relief Center,Dhubri,Assam,flood,26.32277,89.85537,300,297,0.287,2.49,1,0.0,264.2,760.3,4.9,161.0,86.9,CRITICAL_DEFICIT,0
SH-IDU-0701,Idukki Sector-9 Relief Center,Idukki,Kerala,flood,9.97502,76.7241,500,172,0.108,2.61,0,0.0,151.7,296.3,2.1,52.8,100.0,CRITICAL_DEFICIT,0
SH-KAZ-0702,Kaziranga Sector-10 Relief Center,Kaziranga,Assam,flood,26.71666,93.43438,500,305,0.327,2.39,1,74.5,1122.0,2645.2,13.9,945.8,56.05,DEFICIT,1
SH-KAT-0703,Katihar Sector-2 Relief Center,Katihar,Bihar,flood,25.82857,87.42682,1200,395,0.239,1.04,1,36.2,592.7,1702.4,8.8,293.9,82.37,CRITICAL_DEFICIT,0
SH-CHA-0704,Chamoli Sector-14 Relief Center,Chamoli,Uttarakhand,earthquake,30.54834,79.51278,300,63,0.261,2.75,1,28.4,196.2,573.4,5.0,144.7,58.24,DEFICIT,1
SH-KAT-0705,Katihar Sector-11 Relief Center,Katihar,Bihar,flood,25.7108,87.36418,300,164,0.063,3.59,0,68.2,44.4,112.2,0.8,41.9,100.0,CRITICAL_DEFICIT,0
SH-KUT-0706,Kutch Sector-15 Relief Center,Kutch,Gujarat,earthquake,23.5689,70.01269,300,252,0.466,3.96,1,32.0,224.4,580.7,5.6,138.7,97.38,CRITICAL_DEFICIT,0
SH-KUT-0707,Kutch Sector-6 Relief Center,Kutch,Gujarat,earthquake,23.69072,70.30175,1200,1233,0.062,4.84,0,47.6,2116.8,5378.2,40.9,1293.6,95.45,CRITICAL_DEFICIT,0
SH-SOU-0708,South 24 Parganas Sector-17 Relief Center,South 24 Parganas,West Bengal,cyclone,21.71474,88.23485,150,25,0.18,1.02,1,20.1,8.7,20.8,0.2,7.7,96.82,CRITICAL_DEFICIT,0
SH-SOU-0709,South 24 Parganas Sector-16 Relief Center,South 24 Parganas,West Bengal,cyclone,22.90157,88.31161,1200,631,0.174,1.01,1,48.1,574.1,1101.7,6.7,387.0,92.39,CRITICAL_DEFICIT,0
SH-DHU-0710,Dhubri Sector-11 Relief Center,Dhubri,Assam,flood,25.9549,90.09711,800,310,0.279,4.1,0,4.5,1688.3,4409.4,43.5,1357.7,41.22,DEFICIT,1
SH-KAN-0711,Kangra Sector-6 Relief Center,Kangra,Himachal Pradesh,earthquake,31.86059,76.59794,300,173,0.384,2.75,1,25.3,260.5,583.3,4.3,131.0,88.87,CRITICAL_DEFICIT,0
SH-UTT-0712,Uttarkashi Sector-16 Relief Center,Uttarkashi,Uttarakhand,earthquake,31.10741,78.54482,300,168,0.166,3.04,0,20.5,1298.5,2639.9,15.7,821.6,25.4,BALANCED,2
SH-BAL-0713,Balasore Sector-7 Relief Center,Balasore,Odisha,cyclone,21.75626,86.89234,300,241,0.268,3.96,0,41.1,466.5,1401.2,6.9,207.9,92.19,CRITICAL_DEFICIT,0
SH-KAZ-0714,Kaziranga Sector-4 Relief Center,Kaziranga,Assam,flood,26.20063,93.41906,500,55,0.65,1.46,0,30.7,111.7,276.3,4.0,83.9,94.2,CRITICAL_DEFICIT,0
SH-IDU-0715,Idukki Sector-8 Relief Center,Idukki,Kerala,flood,9.90718,76.81333,300,274,0.349,1.49,1,44.1,258.6,635.9,7.2,96.7,88.43,CRITICAL_DEFICIT,0
SH-KAZ-0716,Kaziranga Sector-9 Relief Center,Kaziranga,Assam,flood,26.6707,93.21302,150,113,0.148,0.83,0,69.8,32.2,67.0,0.5,25.0,100.0,CRITICAL_DEFICIT,0
SH-SOU-0717,South 24 Parganas Sector-11 Relief Center,South 24 Parganas,West Bengal,cyclone,22.21204,88.18635,500,205,0.178,8.67,1,28.7,66.6,177.2,0.9,35.4,96.57,CRITICAL_DEFICIT,0
SH-KAZ-0718,Kaziranga Sector-4 Relief Center,Kaziranga,Assam,flood,26.57081,93.22934,500,107,0.266,5.31,0,0.0,84.2,227.0,1.2,67.1,100.0,CRITICAL_DEFICIT,0
SH-BAL-0719,Balasore Sector-14 Relief Center,Balasore,Odisha,cyclone,21.24859,86.70115,300,100,0.185,0.06,0,24.5,939.8,1869.4,9.6,354.8,16.67,SURPLUS,3
SH-DAR-0720,Darbhanga Sector-12 Relief Center,Darbhanga,Bihar,flood,25.76584,86.14301,150,160,0.139,3.79,0,27.6,1404.2,3636.4,31.0,749.5,11.64,SURPLUS,3
SH-BAL-0721,Balasore Sector-9 Relief Center,Balasore,Odisha,cyclone,21.46378,87.26697,150,91,0.05,3.24,0,37.8,359.1,801.2,6.8,275.5,66.91,DEFICIT,1
SH-SOU-0722,South 24 Parganas Sector-3 Relief Center,South 24 Parganas,West Bengal,cyclone,21.97069,88.42313,150,44,0.277,2.07,0,13.1,35.0,103.1,0.8,12.8,100.0,CRITICAL_DEFICIT,0
SH-IDU-0723,Idukki Sector-6 Relief Center,Idukki,Kerala,flood,10.00887,77.19852,1200,889,0.104,1.76,1,12.4,6277.0,16377.4,80.9,4388.2,10.44,BALANCED,2
SH-SOU-0724,South 24 Parganas Sector-2 Relief Center,South 24 Parganas,West Bengal,cyclone,21.87747,88.63706,300,310,0.213,4.14,0,7.2,490.4,1268.0,6.7,163.9,100.0,CRITICAL_DEFICIT,0
SH-UTT-0725,Uttarkashi Sector-18 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.6194,78.0959,150,96,0.115,1.9,1,29.8,348.3,754.8,3.7,237.7,60.66,DEFICIT,1
SH-KAN-0726,Kangra Sector-1 Relief Center,Kangra,Himachal Pradesh,earthquake,32.32998,76.34104,500,494,0.149,1.1,1,38.5,1057.0,1928.3,18.2,914.7,79.69,CRITICAL_DEFICIT,0
SH-BAL-0727,Balasore Sector-13 Relief Center,Balasore,Odisha,cyclone,21.53565,86.70506,500,327,0.53,1.92,1,24.6,473.2,1289.7,14.2,462.3,82.42,CRITICAL_DEFICIT,0
SH-IDU-0728,Idukki Sector-7 Relief Center,Idukki,Kerala,flood,9.48287,77.45333,300,92,0.511,2.64,1,33.5,25.9,78.0,0.5,18.7,100.0,CRITICAL_DEFICIT,0
SH-SOU-0729,South 24 Parganas Sector-7 Relief Center,South 24 Parganas,West Bengal,cyclone,21.57811,88.63654,150,68,0.118,0.75,1,0.0,146.2,300.0,2.5,72.1,72.06,CRITICAL_DEFICIT,0
SH-BAL-0730,Balasore Sector-5 Relief Center,Balasore,Odisha,cyclone,21.53302,87.16215,800,385,0.158,0.15,1,35.3,769.8,1802.6,12.8,628.9,70.35,CRITICAL_DEFICIT,0
SH-WAY-0731,Wayanad Sector-3 Relief Center,Wayanad,Kerala,flood,11.41055,76.19801,150,123,0.114,0.53,1,7.4,121.7,229.2,1.5,42.0,92.85,CRITICAL_DEFICIT,0
SH-KAN-0732,Kangra Sector-5 Relief Center,Kangra,Himachal Pradesh,earthquake,32.32668,76.54166,150,74,0.088,1.95,1,0.0,563.2,1416.2,10.0,203.8,0.0,SURPLUS,3
SH-IDU-0733,Idukki Sector-10 Relief Center,Idukki,Kerala,flood,9.85561,76.97693,150,39,0.053,1.02,1,4.7,129.8,356.9,1.4,105.7,57.13,DEFICIT,1
SH-UTT-0734,Uttarkashi Sector-4 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.86732,78.53294,500,364,0.335,3.73,0,22.3,108.0,213.2,1.9,47.7,100.0,CRITICAL_DEFICIT,0
SH-CHA-0735,Chamoli Sector-19 Relief Center,Chamoli,Uttarakhand,earthquake,30.14353,79.37069,300,287,0.122,2.29,1,20.4,85.5,188.2,1.5,53.5,97.9,CRITICAL_DEFICIT,0
SH-KAT-0736,Katihar Sector-16 Relief Center,Katihar,Bihar,flood,25.73938,87.55087,150,186,0.271,0.96,1,2.3,1200.9,2070.6,20.5,517.0,41.39,DEFICIT,1
SH-SOU-0737,South 24 Parganas Sector-7 Relief Center,South 24 Parganas,West Bengal,cyclone,21.80213,88.64581,300,192,0.346,0.39,1,18.7,1399.7,2577.5,36.7,747.9,31.89,BALANCED,2
SH-WAY-0738,Wayanad Sector-18 Relief Center,Wayanad,Kerala,flood,11.03401,76.07906,150,24,0.342,2.86,1,7.8,138.7,304.3,1.8,96.6,33.25,BALANCED,2
SH-KAN-0739,Kangra Sector-11 Relief Center,Kangra,Himachal Pradesh,earthquake,31.7401,76.69501,300,141,0.474,3.2,0,24.4,243.1,556.3,7.4,231.8,100.0,CRITICAL_DEFICIT,0
SH-WAY-0740,Wayanad Sector-19 Relief Center,Wayanad,Kerala,flood,12.17139,76.11451,1200,1471,0.244,1.7,0,0.0,422.5,1124.2,10.3,211.7,100.0,CRITICAL_DEFICIT,0
SH-IDU-0741,Idukki Sector-16 Relief Center,Idukki,Kerala,flood,10.27627,77.61006,500,196,0.343,6.55,0,7.3,393.4,657.8,5.1,148.7,100.0,CRITICAL_DEFICIT,0
SH-KAN-0742,Kangra Sector-18 Relief Center,Kangra,Himachal Pradesh,earthquake,31.72455,76.3677,150,33,0.05,3.96,1,32.0,108.0,194.0,2.0,91.9,65.39,DEFICIT,1
SH-DAR-0743,Darbhanga Sector-18 Relief Center,Darbhanga,Bihar,flood,26.28615,85.6798,500,515,0.418,1.71,1,44.6,411.8,1023.6,11.2,205.8,95.48,CRITICAL_DEFICIT,0
SH-KAZ-0744,Kaziranga Sector-12 Relief Center,Kaziranga,Assam,flood,25.84955,92.80994,1200,282,0.05,1.5,1,30.3,76.6,163.8,0.8,27.9,93.18,CRITICAL_DEFICIT,0
SH-UTT-0745,Uttarkashi Sector-7 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.50143,78.76038,800,855,0.293,0.11,1,19.2,5859.0,16773.3,81.1,4929.5,13.03,BALANCED,2
SH-WAY-0746,Wayanad Sector-1 Relief Center,Wayanad,Kerala,flood,12.02375,76.17877,800,974,0.352,1.08,0,25.7,744.5,1278.3,9.3,684.0,100.0,CRITICAL_DEFICIT,0
SH-KAZ-0747,Kaziranga Sector-7 Relief Center,Kaziranga,Assam,flood,26.61451,93.01031,1200,243,0.325,0.41,1,1.4,261.5,516.2,6.6,169.2,93.02,CRITICAL_DEFICIT,0
SH-SOU-0748,South 24 Parganas Sector-11 Relief Center,South 24 Parganas,West Bengal,cyclone,21.80278,88.22801,300,92,0.437,0.43,1,25.7,155.2,364.1,4.0,110.6,82.28,CRITICAL_DEFICIT,0
SH-SOU-0749,South 24 Parganas Sector-18 Relief Center,South 24 Parganas,West Bengal,cyclone,21.94577,88.12506,500,171,0.206,0.87,1,6.6,167.7,417.7,2.0,74.2,88.75,CRITICAL_DEFICIT,0
SH-BAL-0750,Balasore Sector-4 Relief Center,Balasore,Odisha,cyclone,21.67542,87.04578,300,230,0.494,0.84,1,47.3,70.9,158.3,1.0,34.8,99.67,CRITICAL_DEFICIT,0
SH-KAZ-0751,Kaziranga Sector-11 Relief Center,Kaziranga,Assam,flood,26.75527,93.28454,150,126,0.309,2.36,1,0.0,431.8,866.7,11.0,190.7,63.78,DEFICIT,1
SH-KAT-0752,Katihar Sector-15 Relief Center,Katihar,Bihar,flood,25.53628,87.66365,150,167,0.143,0.3,1,13.4,159.5,312.8,1.9,54.2,89.47,CRITICAL_DEFICIT,0
SH-IDU-0753,Idukki Sector-16 Relief Center,Idukki,Kerala,flood,9.81673,77.17909,150,150,0.427,4.62,0,8.2,1607.5,4201.9,32.5,1122.8,19.89,SURPLUS,3
SH-DAR-0754,Darbhanga Sector-13 Relief Center,Darbhanga,Bihar,flood,26.02449,85.68341,150,108,0.625,0.27,1,16.9,108.1,292.0,3.4,102.5,94.05,CRITICAL_DEFICIT,0
SH-CHA-0755,Chamoli Sector-11 Relief Center,Chamoli,Uttarakhand,earthquake,30.30461,79.08789,500,128,0.108,5.14,0,13.6,133.8,222.4,2.0,127.6,100.0,CRITICAL_DEFICIT,0
SH-KAZ-0756,Kaziranga Sector-6 Relief Center,Kaziranga,Assam,flood,26.53503,93.26153,300,60,0.277,0.93,1,23.7,20.3,44.0,0.4,7.2,96.97,CRITICAL_DEFICIT,0
SH-VIS-0757,Visakhapatnam Sector-15 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.84287,83.50472,500,226,0.336,4.09,0,46.1,871.2,2281.3,15.0,827.3,68.82,DEFICIT,1
SH-DHU-0758,Dhubri Sector-4 Relief Center,Dhubri,Assam,flood,25.53193,89.7448,300,205,0.426,0.43,1,11.1,51.2,130.7,0.8,33.9,100.0,CRITICAL_DEFICIT,0
SH-CHA-0759,Chamoli Sector-11 Relief Center,Chamoli,Uttarakhand,earthquake,29.73214,79.01913,300,244,0.331,0.68,1,50.2,352.1,848.9,9.5,195.9,89.78,CRITICAL_DEFICIT,0
SH-IDU-0760,Idukki Sector-10 Relief Center,Idukki,Kerala,flood,9.9871,76.93051,300,317,0.389,0.71,1,56.1,608.5,1219.5,11.9,443.3,85.09,CRITICAL_DEFICIT,0
SH-SOU-0761,South 24 Parganas Sector-4 Relief Center,South 24 Parganas,West Bengal,cyclone,22.12293,88.70156,300,69,0.344,2.12,1,29.0,221.2,437.2,3.4,106.2,63.66,DEFICIT,1
SH-KAN-0762,Kangra Sector-14 Relief Center,Kangra,Himachal Pradesh,earthquake,32.47682,76.39695,500,522,0.583,0.77,0,23.6,429.0,1000.2,14.4,185.8,100.0,CRITICAL_DEFICIT,0
SH-VIS-0763,Visakhapatnam Sector-13 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.6244,83.38874,300,286,0.535,1.7,1,29.6,2170.3,4524.7,52.4,1809.4,21.46,BALANCED,2
SH-DAR-0764,Darbhanga Sector-2 Relief Center,Darbhanga,Bihar,flood,26.15972,85.58204,150,28,0.26,9.0,0,0.0,27.1,82.0,0.5,22.1,100.0,CRITICAL_DEFICIT,0
SH-KAT-0765,Katihar Sector-14 Relief Center,Katihar,Bihar,flood,25.72635,87.78628,300,318,0.337,3.24,1,21.3,1110.0,2791.2,25.1,912.9,55.93,DEFICIT,1
SH-KUT-0766,Kutch Sector-6 Relief Center,Kutch,Gujarat,earthquake,23.66521,70.00314,300,321,0.265,3.82,0,29.7,509.1,1040.2,11.0,483.6,99.54,CRITICAL_DEFICIT,0
SH-SOU-0767,South 24 Parganas Sector-6 Relief Center,South 24 Parganas,West Bengal,cyclone,22.29536,88.9914,800,489,0.283,0.49,1,5.2,762.0,2024.2,20.0,492.6,82.11,CRITICAL_DEFICIT,0
SH-KUT-0768,Kutch Sector-12 Relief Center,Kutch,Gujarat,earthquake,23.92159,70.05555,2000,2201,0.13,0.6,1,43.2,1717.0,2851.6,21.4,599.7,95.96,CRITICAL_DEFICIT,0
SH-DHU-0769,Dhubri Sector-12 Relief Center,Dhubri,Assam,flood,25.78697,90.33163,800,795,0.128,3.38,1,29.6,620.0,1140.9,8.4,451.6,91.65,CRITICAL_DEFICIT,0
SH-WAY-0770,Wayanad Sector-2 Relief Center,Wayanad,Kerala,flood,11.82619,75.97329,300,119,0.221,1.56,0,42.8,103.2,212.1,1.2,99.0,100.0,CRITICAL_DEFICIT,0
SH-KAZ-0771,Kaziranga Sector-8 Relief Center,Kaziranga,Assam,flood,26.66548,92.79076,300,268,0.391,0.4,1,23.1,1846.6,3137.1,53.9,1635.7,35.19,BALANCED,2
SH-SOU-0772,South 24 Parganas Sector-8 Relief Center,South 24 Parganas,West Bengal,cyclone,22.15119,88.40485,800,386,0.256,5.11,0,25.0,1435.5,2922.2,23.6,1300.6,81.31,CRITICAL_DEFICIT,0
SH-DHU-0773,Dhubri Sector-12 Relief Center,Dhubri,Assam,flood,25.97147,89.74246,500,161,0.123,2.28,1,29.6,604.0,1294.1,9.0,357.7,53.49,DEFICIT,1
SH-CHA-0774,Chamoli Sector-19 Relief Center,Chamoli,Uttarakhand,earthquake,30.24549,79.49052,150,91,0.261,0.15,1,58.5,193.1,342.6,3.1,126.4,80.39,CRITICAL_DEFICIT,0
SH-KAT-0775,Katihar Sector-9 Relief Center,Katihar,Bihar,flood,25.19473,87.9036,500,310,0.422,0.91,0,36.9,449.0,1058.3,6.6,346.9,98.17,CRITICAL_DEFICIT,0
SH-IDU-0776,Idukki Sector-4 Relief Center,Idukki,Kerala,flood,10.18529,76.82507,150,97,0.397,1.18,1,29.9,1054.9,1804.9,14.4,972.8,8.84,SURPLUS,3
SH-CHA-0777,Chamoli Sector-2 Relief Center,Chamoli,Uttarakhand,earthquake,30.71872,78.94139,1200,1079,0.141,0.62,1,0.0,828.6,2444.6,16.1,276.9,95.4,CRITICAL_DEFICIT,0
SH-PUR-0778,Puri Sector-16 Relief Center,Puri,Odisha,cyclone,19.57705,85.83598,300,38,0.505,1.46,1,2.4,72.9,125.4,2.2,33.3,86.67,CRITICAL_DEFICIT,0
SH-DAR-0779,Darbhanga Sector-18 Relief Center,Darbhanga,Bihar,flood,26.20874,85.91646,300,236,0.498,1.17,1,46.0,413.5,1199.4,10.2,293.9,82.8,CRITICAL_DEFICIT,0
SH-CHA-0780,Chamoli Sector-19 Relief Center,Chamoli,Uttarakhand,earthquake,30.75559,79.79946,500,156,0.074,0.17,1,26.9,247.1,686.4,4.4,224.0,79.94,CRITICAL_DEFICIT,0
SH-DAR-0781,Darbhanga Sector-14 Relief Center,Darbhanga,Bihar,flood,26.22238,86.27338,150,33,0.48,1.43,1,50.9,219.2,540.4,6.4,191.9,15.39,BALANCED,2
SH-VIS-0782,Visakhapatnam Sector-3 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.52052,83.07261,500,98,0.534,1.73,1,46.4,172.0,486.9,2.6,158.5,79.54,CRITICAL_DEFICIT,0
SH-WAY-0783,Wayanad Sector-3 Relief Center,Wayanad,Kerala,flood,11.57951,76.19142,1200,817,0.222,1.12,1,24.5,5569.3,15856.1,109.1,4060.3,19.7,BALANCED,2
SH-KUT-0784,Kutch Sector-5 Relief Center,Kutch,Gujarat,earthquake,23.74926,69.7583,800,441,0.473,1.57,0,1.4,434.4,1042.6,8.5,170.7,100.0,CRITICAL_DEFICIT,0
SH-UTT-0785,Uttarkashi Sector-2 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.55932,78.20389,150,25,0.079,0.58,1,37.7,49.9,123.9,0.7,47.0,70.46,CRITICAL_DEFICIT,0
SH-SOU-0786,South 24 Parganas Sector-7 Relief Center,South 24 Parganas,West Bengal,cyclone,21.99431,88.29266,300,281,0.412,0.93,1,0.0,1061.2,2710.4,23.1,374.0,54.08,DEFICIT,1
SH-BAL-0787,Balasore Sector-8 Relief Center,Balasore,Odisha,cyclone,21.33547,86.90403,300,336,0.38,4.57,0,35.9,716.4,1362.2,20.3,430.5,93.24,CRITICAL_DEFICIT,0
SH-PUR-0788,Puri Sector-17 Relief Center,Puri,Odisha,cyclone,19.83332,86.12193,500,352,0.408,8.53,0,19.7,3036.5,6124.6,77.8,2879.1,22.4,BALANCED,2
SH-DAR-0789,Darbhanga Sector-12 Relief Center,Darbhanga,Bihar,flood,26.0428,86.14862,300,200,0.65,0.77,0,32.0,68.1,119.9,1.2,39.2,100.0,CRITICAL_DEFICIT,0
SH-KAN-0790,Kangra Sector-8 Relief Center,Kangra,Himachal Pradesh,earthquake,32.00725,76.3315,500,322,0.211,1.73,0,41.9,528.0,1539.7,8.4,353.2,99.25,CRITICAL_DEFICIT,0
SH-SOU-0791,South 24 Parganas Sector-3 Relief Center,South 24 Parganas,West Bengal,cyclone,21.82154,88.69013,300,107,0.335,1.85,0,28.3,37.3,91.8,0.9,13.2,100.0,CRITICAL_DEFICIT,0
SH-KAZ-0792,Kaziranga Sector-17 Relief Center,Kaziranga,Assam,flood,26.35306,93.30779,500,314,0.237,3.78,0,8.9,1164.7,2216.3,14.3,965.5,78.46,CRITICAL_DEFICIT,0
SH-KAT-0793,Katihar Sector-17 Relief Center,Katihar,Bihar,flood,25.75557,88.06628,300,160,0.339,0.14,1,7.0,165.4,415.8,3.9,96.0,98.45,CRITICAL_DEFICIT,0
SH-SOU-0794,South 24 Parganas Sector-4 Relief Center,South 24 Parganas,West Bengal,cyclone,22.03021,88.49426,300,280,0.167,2.41,1,21.7,1208.6,3061.5,26.4,834.3,46.29,DEFICIT,1
SH-UTT-0795,Uttarkashi Sector-13 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.63684,78.13767,300,134,0.386,9.27,1,24.3,39.4,85.6,1.0,17.4,96.03,CRITICAL_DEFICIT,0
SH-UTT-0796,Uttarkashi Sector-9 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.59651,78.54351,500,232,0.211,6.01,1,28.8,2238.7,3920.2,23.7,1355.9,1.59,BALANCED,2
SH-IDU-0797,Idukki Sector-5 Relief Center,Idukki,Kerala,flood,10.13264,76.82401,500,420,0.376,2.59,1,31.1,124.8,266.2,2.6,118.3,99.89,CRITICAL_DEFICIT,0
SH-VIS-0798,Visakhapatnam Sector-7 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.68348,83.07487,300,249,0.524,0.18,1,24.0,67.2,143.1,1.9,44.6,100.0,CRITICAL_DEFICIT,0
SH-DHU-0799,Dhubri Sector-16 Relief Center,Dhubri,Assam,flood,25.9378,89.97596,500,215,0.24,1.32,0,14.0,462.1,791.6,9.8,333.1,98.32,CRITICAL_DEFICIT,0
SH-KAT-0800,Katihar Sector-2 Relief Center,Katihar,Bihar,flood,25.55424,87.65847,1200,467,0.403,1.33,1,7.3,124.0,295.5,2.6,82.8,100.0,CRITICAL_DEFICIT,0
SH-CHA-0801,Chamoli Sector-8 Relief Center,Chamoli,Uttarakhand,earthquake,30.14708,79.09939,1200,941,0.549,2.7,1,9.6,8396.9,19360.1,136.4,2925.8,8.9,SURPLUS,3
SH-UTT-0802,Uttarkashi Sector-14 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.82904,78.67972,300,249,0.407,0.2,1,41.0,180.1,352.2,3.6,74.6,98.86,CRITICAL_DEFICIT,0
SH-IDU-0803,Idukki Sector-4 Relief Center,Idukki,Kerala,flood,9.88305,77.79171,500,329,0.343,3.71,0,12.8,335.9,834.4,9.4,323.9,100.0,CRITICAL_DEFICIT,0
SH-KAN-0804,Kangra Sector-7 Relief Center,Kangra,Himachal Pradesh,earthquake,31.83983,76.31755,500,291,0.161,0.8,1,27.5,283.1,733.0,3.2,266.0,81.58,CRITICAL_DEFICIT,0
SH-IDU-0805,Idukki Sector-19 Relief Center,Idukki,Kerala,flood,9.7746,76.98635,150,127,0.298,4.01,1,37.9,117.8,236.2,2.6,87.0,93.87,CRITICAL_DEFICIT,0
SH-SOU-0806,South 24 Parganas Sector-11 Relief Center,South 24 Parganas,West Bengal,cyclone,21.94358,88.45027,300,357,0.249,1.98,1,50.7,1470.4,3431.3,17.1,565.6,49.76,DEFICIT,1
SH-KUT-0807,Kutch Sector-7 Relief Center,Kutch,Gujarat,earthquake,23.85938,70.03444,2000,1062,0.067,0.13,0,0.0,8518.5,22458.7,143.2,6014.1,15.16,SURPLUS,3
SH-IDU-0808,Idukki Sector-4 Relief Center,Idukki,Kerala,flood,9.78531,77.00077,1200,1140,0.418,0.35,1,5.2,2015.4,4854.2,30.5,1749.5,79.5,CRITICAL_DEFICIT,0
SH-BAL-0809,Balasore Sector-16 Relief Center,Balasore,Odisha,cyclone,21.44962,86.64884,300,365,0.299,3.5,0,0.0,117.7,266.5,2.3,83.3,100.0,CRITICAL_DEFICIT,0
SH-KAZ-0810,Kaziranga Sector-11 Relief Center,Kaziranga,Assam,flood,26.70956,92.66989,300,204,0.21,0.09,1,28.6,330.4,774.3,4.1,302.1,84.84,CRITICAL_DEFICIT,0
SH-BAL-0811,Balasore Sector-10 Relief Center,Balasore,Odisha,cyclone,21.12541,86.79099,800,592,0.05,5.17,0,34.1,211.4,602.8,2.7,188.4,100.0,CRITICAL_DEFICIT,0
SH-PUR-0812,Puri Sector-7 Relief Center,Puri,Odisha,cyclone,19.98063,85.83816,800,412,0.42,0.38,1,38.9,857.1,1774.1,11.8,657.0,82.08,CRITICAL_DEFICIT,0
SH-KUT-0813,Kutch Sector-4 Relief Center,Kutch,Gujarat,earthquake,24.20355,69.7894,150,94,0.198,1.37,1,15.2,157.5,320.3,3.6,69.5,83.76,CRITICAL_DEFICIT,0
SH-PUR-0814,Puri Sector-15 Relief Center,Puri,Odisha,cyclone,19.4955,85.99004,1200,1342,0.183,0.76,1,11.5,1166.3,2363.5,21.8,669.5,92.03,CRITICAL_DEFICIT,0
SH-PUR-0815,Puri Sector-5 Relief Center,Puri,Odisha,cyclone,19.7419,85.66578,150,37,0.256,0.84,1,18.5,258.8,749.7,5.5,253.8,16.57,BALANCED,2
SH-PUR-0816,Puri Sector-3 Relief Center,Puri,Odisha,cyclone,19.85368,86.32362,500,207,0.273,0.24,1,45.5,1529.7,4419.2,24.7,599.8,3.61,BALANCED,2
SH-DAR-0817,Darbhanga Sector-9 Relief Center,Darbhanga,Bihar,flood,26.31961,85.47334,500,397,0.109,1.0,1,29.5,1537.0,3127.2,28.3,1116.0,61.8,DEFICIT,1
SH-KAN-0818,Kangra Sector-18 Relief Center,Kangra,Himachal Pradesh,earthquake,32.12301,76.32063,300,193,0.06,2.62,1,0.0,199.8,473.5,3.8,101.6,78.72,CRITICAL_DEFICIT,0
SH-KUT-0819,Kutch Sector-13 Relief Center,Kutch,Gujarat,earthquake,23.73737,69.69177,150,77,0.374,4.5,1,0.0,953.8,2357.0,14.1,482.3,0.0,SURPLUS,3
